Region,Persons per Sq. Km
LUKUME,754
LUKALA WEST,711
LUKUME,791
SHIKUTSE,664
INDULUSIA,621
SHIKUTSE,699
KAKAMEGA SOUTH,764
IKOLOMANI NORTH,745
ISULU,755
LUNERERE,956
MUKONGOLO,855
MUSOLI,672
SHIBUNAME,592
SHIRUMBA,925
MALINYA,"1,109"
SHITOLI,769
SHIVAGALA,933
SHISELE,657
MUTAHO,603
SHIKULU,662
SHIMANYIRO,619
SHISESO,776
IKOLOMANI SOUTH,794
EREGI,872
LUKOSE,766
SHANJETSO,938
SHISEJERI,905
IGUHU,721
IVONDA,649
LIRHEMBE,"1,110"
MAKHOKHO,925
SAVANE,573
SHIVEYE,645
SHIKUMU,909
KALUNI,922
MADIVINI,"1,068"
SHABWALI,733
KHWISERO,779
KHWISERO EAST,676
KISA EAST,749
EMASATSI,744
EMURUBA,799
MUNJITI,713
KISA NORTH,709
MUNDOBELWA,766
MWIKALIKHA,621
KISA SOUTH,570
EMALINDI,512
ESHIBINGA,719
MUNDAHA,481
KHWISERO WEST,858
ESHIROMBE,"1,032"
EBUHALA,983
IKOMERO,"1,085"
KISA CENTRAL,889
EMUTSASA,828
MUNDEKU,964
WAMBULISHE,888
KISA WEST,702
DOHO,655
DUDI,800
MUHAKA,682
MULWANDA,863
ESHIRALI,709
KHUSHIKU,"1,023"
MULWANDA,828
MUSHIANGUBU,943
LIKUYANI,481
LIKUYANI,481
KONGONI,564
KONGONI,572
MAWE TATU,632
SANGO,368
SOY,431
NASIANDA,706
MUKUNGA,721
LIKUYANI,320
KILIMANI,288
MALOBA,375
NZOIA,562
MATUNDA,"1,160"
MOI'S BRIDGE,614
MUSEMWA,354
MTONI,"6,039"
VINYENYA,563
NZOIA,320
MBURURU,945
SINOKO,571
MILIMANI,964
MWIBA,266
NAMUNYIRI,766
SEREGEYA,363
SEREGEYA,363
LWANDA,719
LWANDA,719
SANGO,199
LUKUSI,199
LUGARI,483
LUGARI,510
CHEKALINI,523
KOROMAITI,572
MUKHUYU,470
LUGARI,394
LUGARI,373
SIRENDE,413
LUMAKANDA,648
LUMAKANDA,668
MUGUNGA,659
MUNYUKI,622
MARAKUSI,477
MANYONYI,601
MARAKUSI,387
MUSEMBE,539
ANGAYU,514
MUSEMBE,563
LUMAKANDA,435
MAUTUMA,369
MBAGARA,367
SIPANDE,370
MUKUYU,516
MLIMANI,480
MUKUYU,558
MWAMBA,469
MWAMBA,469
MATETE,644
LWANDETI,632
LWANDETI,582
LWANDETI,483
MABUYE,724
MATURU,696
MAHANGA,575
MATURU,793
MATETE,653
CHEVAYWA,712
KIVAYWA,784
VUYIKA,620
KILIBOTI,613
KILIBOTI,631
KULUMBENI,602
MATUNGU,606
KOYONZO,612
INDANGALASIA,507
ESHIRUMBWE,676
INDANGALASIA,407
KOYONZO,722
EJINJA,695
KOYONZO,764
NANYENI,694
LUNG'ANYIRO,602
LUNG'ANYIRO,608
MUNAMI,598
NAMAMALI,575
MIRERE,499
NAMAMALI,679
MATUNGU,601
KHALABA,526
KHALABA,428
MUSAMBA,701
KHOLERA,577
BULIMBO,843
KHOLERA,490
NAMULUNGU,537
MATUNGU,695
MAKALE,582
MATUNGU,760
MAYONI,747
MUMIAS EAST,778
EAST WANGA,753
EAST WANGA,654
BUMINI,772
MUNG'ANG'A,546
KHAUNGA,745
KHAUNGA,818
MAHOLA,685
SHIANDA,876
ELUCHE,730
SHIANDA,998
ISONGO,721
ISONGO,693
ISONGO,749
KHAIMBA,633
MALAHA,827
EBUSIA,950
MALAHA,723
MAKUNGA,697
MAKUNGA,771
MARABA,631
LUSHEYA,856
EKERO,"1,004"
EKERO,"1,147"
KAMASHIA,806
LUBINU,686
LUBINU,741
SHIBINGA,622
LUSHEYA,908
EMAKHWALE,"1,045"
LUSHEYA,836
MUMIAS WEST,706
MUMIAS,744
LUREKO,709
LUREKO,583
MATAWA,802
NABONGO,763
NUCLEUS,362
TOWNSHIP,"2,179"
WANGA SOUTH,679
BUCHIFI,666
BUCHIFI,695
MASINJIRA,635
BUKAYA,568
BUKAYA,594
MUKHUWA,544
MUSANDA,634
BUNGASI,538
MUSANDA,735
SHIKALAME,910
ESHIHAKA,"1,073"
ESHIKALAME,798
NAVAKHOLO,594
BUNYALA EAST,537
EAST BUNYALA,480
NAMIRAMA,510
SIYOMBE,432
SIVILIE,592
MUSAGA,557
SIVILIE,619
BUNYALA WEST,585
BUDONGA,542
BUDONGA,568
NANGANDA,520
BUNYALA WEST,726
LUSUMU,652
NDEREMA,815
SIDIKHO,494
KISEMBE,449
SIDIKHO,532
SISOKHE,585
KAMULI,540
KOCHWA,638
BUTSOTSO NORTH,626
BUTSOTSO NORTH,681
INGOTSE,627
MATIHA,729
BUTSOTSO WEST,588
ESUMEYIA,540
SHIKOMARI,623
SHINOYI,620
NAVAKHOLO,605
BUCHANGU,589
EMUHUNI,789
SIYENGA,383
NAMBACHA,611
BUCHANGU,604
MUKHWESO,753
NAMBACHA,593
SIRIGOI,557
VIHIGA,"1,047"
EMUHAYA,"1,091"
ELUKONGO,"1,053"
EMAKUNDA,"1,040"
EMMUKUNZI,926
EBUSUBI,"1,257"
EBUKHAYA,"1,128"
EBUSIRATSI,"1,132"
EKAITA,"1,366"
EMATSULI,897
ECHICHIBULU,"1,057"
EBUNANGWE,952
EBUSILOLI,"1,457"
EMUREMBE,902
EBUSAMIA,"1,017"
EMUHONDO,"1,011"
EBUKHUNZA,"1,040"
ESIBUYE,"1,186"
EMUSUTSWI,874
LUANDA (MULUKHORO),"1,121"
IPALI,"1,236"
EBUSIEKWE,"1,281"
ITUMBU,"1,826"
EMBALI,"1,067"
EMMUKOLA,972
ESIBAKALA,"1,085"
EBUKANGA,911
ESIKHUYU,817
EMMABWI,974
MULUNYENYA,896
TONGOI,"1,106"
ESSABA,"1,319"
EMUSIRE,"1,152"
ESSUNZA,"1,177"
EMANYINYA,"1,001"
ESIRULO,856
VIHIGA,"1,058"
VIHIGA,"1,058"
MUNGOMA,834
MADZUU,"1,184"
VIGULU,613
KISIENYA,"1,019"
MAHANGA,897
SOUTH MARAGOLI,817
IDELERI,779
CHAGENDA,727
MASANA,873
LUSIOLA,953
CENTRAL MARAGOLI,"1,349"
CHANGO,"1,404"
KIDUNDU,"1,145"
EMANDA,"1,309"
IKUMBA,"1,630"
LUGAGA,"1,009"
VUNANDI,"1,034"
MAGUI,"1,067"
MUHANDA,949
WAMULUMA,"1,637"
MBIHI,"1,865"
KEGOYE,"1,513"
CHAMBITI,"1,424"
SABATIA,"1,181"
SABATIA,"1,028"
NORTH MARAGOLI,"1,134"
DIGULA,"1,261"
MULUNDU,926
MUDETE,"1,540"
KIVAGALA,"1,000"
KIGAMA,"1,011"
WODANGA,"1,008"
GAIGEDI,"1,038"
MAMBAI,967
GAVUDIA,503
VOKOLI,"1,557"
LUSENGELI,"1,173"
BUSALI WEST,969
BUGINA,"1,094"
CHAMAKANGA,885
BUDAYWA,933
BUSALI EAST,972
ITEGERO,"1,019"
CHAVOGERE,864
KEDOLI,"1,081"
CHAVAKALI,"1,359"
IZAVA SOUTH,"1,546"
LYADUYWA,"1,630"
MUKINGI,"1,822"
DEMESI,"1,202"
IZAVA NORTH,"1,288"
MBALE,"1,606"
BUKULUNYA,"1,033"
MUNOYWA,"1,200"
WEST MARAGOLI,"1,295"
HAMUYUNDI,"1,158"
KEGONDI,"1,188"
SOLONGO,"1,427"
KISATIRU,"1,400"
CHAVAKALI,"1,352"
EVOJO,"1,083"
WALODEYA,"2,195"
IGUNGA,"1,267"
VIYALO,"1,141"
WANONDI,"1,146"
LUANDA,"1,265"
ESIMBERO,"1,159"
EMUSENJELI,"1,218"
EMUTSALWA,963
ESIANDA,"1,314"
KHUSIKULU,"1,643"
EBUBAYI,"1,032"
WAMASIOLO,996
EMATIBINI,998
ESIRABE,"1,111"
WEKHOMO,"1,268"
EMABUNGO,"1,685"
EBUHANDO,778
EBUSUNDI,"1,376"
EBULONGA,984
EBUKHUBI,"1,012"
EBULONGA,963
IBOONA,"1,302"
MUMBITA,"1,477"
EBWALI,"1,159"
EKWANDA,"1,343"
EBUSAKAMI,"1,684"
EMMUTSA,"1,596"
ENYAITA,"2,383"
ESABALU,"1,476"
MASENO,984
KAYILA,"1,008"
SUNRISE,"1,192"
MUSIKOMOLI,"1,233"
EMMALOBA,528
MUKHALAKHALA,"1,117"
EBWIRANYI,842
MWITUBWI,"1,345"
MWITAKO,934
EMASABA,"1,109"
EBUTSIMI,762
EBUTANYI,"1,208"
ESIANDUMBA,"1,344"
LUANDA TOWNSHIP,"2,234"
EBUSIKHALE,"2,696"
EBUSIRALO,"1,957"
EKAMANJI,"1,014"
HAMISI,"1,013"
JEPKOYAI,"1,031"
GISAMBAI,920
GALONA,814
GAMOI,971
GAVUNDUNYI,959
GIMOMOI,994
JEPKOYAI,"1,172"
TIGOI,"1,277"
KITAGWA,"1,528"
GIVOLE,"1,178"
KAPCHEMGUNG,946
TAMBUA,885
BANJA,872
GASIANGA,775
KIPCHEKWEN,830
KAPSOTIK,"1,085"
GIVOGI,792
TAMBUA,902
GAMALENGA,"1,522"
MWEMBE,749
GIMARAKWA,812
KIPTAIMES,806
IVOLA,825
CHEPSAGA,840
SIMBI,"1,042"
SHAMAKHOKHO,"1,199"
SHAMAKHOKHO,"1,252"
KISASI,"1,302"
SEREM,"1,253"
JIVOVOLI,"1,218"
SENENDE,"1,083"
SENENDE,"1,073"
KALWANI,"1,096"
SHAVIRINGA,"1,037"
SHAVIRINGA,"1,164"
SHIRU,"1,226"
MAKUCHI,"1,027"
JEPTULU,"1,274"
MUHUDU,905
MUHUDU,"1,143"
MULUNDU,780
KAPTECH,828
KAKAMEGA FOREST,1
KAKAMEGA FOREST,1
KAKAMEGA FOREST,1
KAKAMEGA FOREST,1
BUNGOMA,552
BUMULA,625
BUMULA,558
BUMULA,555
BUMULA,565
LUNAO,540
SOUTH BUKUSU,559
LUMBOKA,537
MATEKA,754
MUANDA,535
KABULA,565
KABULA,565
KABULA,646
WATOYA,493
KHASOKO,601
KHASOKO,625
KHASOKO,670
MUNGIORE,634
NAMATOTOA,596
MABUSI,585
KIMATUNI,623
MABUSI,555
KIMAETI,681
KIBUKE,683
KIBUKE,759
LWANJA,603
MAYANJA,693
NGOLI,710
KIMAETI,693
NAKHWANA,707
SYOMBE,683
MUKWA,688
KISAWAYI,686
MUKWA,691
NAPARA,655
BITOBO,715
KHASOLO,626
SIBOTI,688
EAST SIBOTI,679
MUSAKASA,696
BUNGOMA CENTRAL,764
MUKUYUNI,710
KUYWA,721
KUYWA,721
MUKUYUNI,699
KIBICHORI,712
MUKUYUNI,685
NALONDO,713
BWAKE,624
BWAKE,642
NALONDO,607
LUUYA,644
CHEKULO,593
LUUYA,683
NANGWE,987
NANGWE,815
WEST NALONDO,"1,125"
SIRARE,713
KASOSI,713
CHWELE,"1,061"
CHWELE,"1,420"
CHWELE,"1,420"
SICHEI,792
SICHEI,829
SIKULU,723
KABUCHAI,685
KABUCHAI,729
KABUCHAI,658
SIKUSI,782
KHACHONGE,604
NORTH NALANDO,604
KISIWA,728
KISIWA,728
NORTH BUKUSU,660
MUKHKWEYA,660
BUNGOMA EAST,702
NDIVISI,702
CHETAMBE,645
MITUKUYU,578
MIHUU,682
LUKUSI,564
LUTACHO,538
MISIMO,590
MUCHI,860
MARAKA,661
NANG'ENI,"1,327"
NAMARAMBI,810
MARINDA,"1,077"
MISEMWA,756
WABUKHONYI,782
MAKUSELWA,587
NDIVISI,669
MAGEMO,715
SINOKO,672
SITABICHA,630
BUNGOMA NORTH,633
CENTRAL,583
MILIMA,642
MILIMA,616
NABING'IENGE,653
MUKUYUNI,595
MALIKI,712
MUKUYUNI,527
NAITIRI,529
MAKHANGA,547
NAITIRI,504
MBAKALO,696
KABUYEFWE,637
KABUYEFWE,622
SIRAKARU,651
KIBISI,750
KIBISI,814
MUSEMBE,682
MBAKALO,723
KARIMA,696
MBAKALO,753
BUNGOMA SOUTH,896
BUKEMBE,606
BUKEMBE,606
BUKEMBE,"1,033"
KONGOLI,314
NAMIREMBE,679
NDENGELWA,820
NORTH SANG'ALO,940
EAST BUKUSU,662
EAST BUKUSU,725
BULONDO,733
NAMWACHA,639
RANJE,"1,170"
WEST SANG'ALO,636
MECHIMERU,647
EAST SANG'ALO,647
MWIBALE,564
KIMUGUI,577
MWIKHUPO,556
KANDUYI,"1,400"
BUNGOMA TOWNSHIP,"3,572"
BUNGOMA TOWNSHIP,"3,572"
KHALABA,"3,173"
KHALABA,"3,173"
KIBABII,988
TUUTI,988
MARAKARU,952
MARAKARU,780
MAYANJA,"1,154"
MUSIKOMA,"1,245"
NAMAMUKA,633
NAMASANDA,672
SAMOYA,880
SIO,948
SOUTH KANDUYI,"3,280"
CHEPTAIS,610
CHEPTAIS,688
CHEPKUBE,545
CHEBWEK,445
CHEPKUBE,668
CHEPTAIS,"1,020"
CHEPTAIS,844
NGACHI,"1,185"
CHESIKAKI,660
CHEMONDI,560
CHESIKAKI,837
TOROSO,530
SASUR,561
SASUR,561
KOPSIRO,550
CHONGEYWO,763
CHONGEYWO,673
KAPKURONGO,914
MASAEK,756
CHEPYUK,424
CHEPYUK,411
KAIMUGUL,480
KUBURA,373
EMIA,521
CHEPKURKUR,453
EMIA,640
KORNG'OTUNY,524
KAPKATENY,760
CHEPTONON,712
TEREM,698
TOYWONDET,833
KIMILILI,902
KAMUKUYWA/MAENI,885
KAMUKUYWA,"1,087"
KIMAKWA,939
MUSEMBE,"1,104"
NABIKOTO,"1,247"
KAMUSINDE,765
KAMASIELO,782
NASUSI,747
MAENI,721
KIBISI,721
SIKHENDU,720
MAKHONGE,912
MAKHONGE,873
MAPERA,981
MBONGI,912
KIMILILI,918
CHEBUKWABI,870
CHEBUKWABI,733
KAMUSINGA,"1,065"
KIBINGEI,683
KIBINGEI,682
KITAYI,684
KIMILILI RURAL,830
KHAMULATI,721
KIMILILI RURAL,909
KIMILILI TOWNSHIP,"1,840"
BITUYU,869
KIMILILI TOWNSHIP,"2,973"
MOUNT ELGON,624
KAPSOKWONY,695
ELGON,618
KAMTIONG,515
KIBUK,849
KIMOBO,495
KAMUNERU,764
KAMUNERU,844
SACHO,652
KAPSOKWONY,835
BUGAA,886
CHEMWEISUS,750
KAPSOKWONY,924
NOMORIO,619
KIPYETO,764
KOSHOK,587
NOMORIO,531
SAMBOCHO,727
KAPTAMA,564
CHEMOGE,450
CHEMOGE,464
CHEMSES,438
KABOYWO,587
CHESITO,512
KABOYWO,668
KAPTAMA,564
KABOROM,486
KAPTAMA,650
KONGIT,645
KAPTALELIO,568
KONGIT,713
BUNGOMA WEST,568
LWANDANYI,557
CHEBUKUYI,612
CHEBUKUYI,642
LWAKHAKHA,578
LWANDANYI,649
MAYEKWE,649
NAMUBILA,502
MACHAKHA,531
WAMONO,487
MALAKISI,554
BUKOKHOLO,518
BUKOKHOLO,533
BUTONGE,506
MALAKISI,714
KABASWANA,790
MWALIE,680
SITABICHA,540
NAMWESI,522
SITABICHA,561
TAMULEGA,446
NAMBUYA,512
TAMULEGA,387
NAMWELA,652
NAMWELA,715
CENTRAL NAMWELA,759
MENU,663
TOLOSO,604
KOLANI,419
SIBUMBA,837
SOUTH NAMWELA,632
SIRISIA,523
BISUNU,462
CHONGONYI,496
LUTASO,478
SOUTH KULISIRU,414
KAISAMO,486
NDAKARU,486
SIRISIA,682
NORTH KULISIRU,682
TONGAREN,542
NDALU,472
KIMININI,410
KIMININI,412
TABANI,408
MITUA,675
MISANGA,683
MITUA,669
NDALU,443
MULIRO,443
NDALU,444
TONGAREN,640
KAKAMWE,630
KAKAMWE,630
SOYSAMBU,659
NARATI,703
SOYSAMBU,606
TONGAREN,623
MABUSI,575
TONGAREN,659
WEBUYE WEST,638
BOKOLI,583
BOKOLI,611
BOKOLI,619
MAHANGA,602
MIENDO,561
MATISI,587
MIENDO,542
WEBUYE,660
KITUNI,650
KITUNI,587
SIRISIA,740
MALAHA,634
LUGULU,802
MALAHA,519
SIRENDE,775
MISIKHU,808
MUKHE,712
NAMBAMI,843
SIRENDE,734
SITIKHO,433
KHALUMULI,288
MILO,554
SITIKHO,577
WEBUYE,"1,359"
MATULO,839
TOWNSHIP,"3,505"
MT. ELGON FOREST,6
MT. ELGON FOREST,6
MT. ELGON FOREST,6
MT. ELGON FOREST,6
BUSIA,526
BUNYALA,447
BUDALANGI,409
BUNYALA EAST,382
BUDALANGI,389
MUDEMBI,338
RUAMBWA,422
BUNYALA NORTH,491
BUDUBUSI,526
MUNDERE,329
SISENYE,647
LUGALE,298
BUNYALA CENTRAL,333
MAGOMBE CENTRAL,242
MAGOMBE EAST,381
MAGOMBE WEST,427
BUNYALA SOUTH,471
MABINJU,576
RUKALA,405
KHAJULA,574
LUGALE,593
RUGUNGA,555
OBARO,97
EBULWANI,72
OBARO,120
TOWNSHIP,"1,269"
BULEMIA,"1,356"
MAGOYE,"1,695"
BULEMIA,978
BUBANGO,"1,709"
BUNYALA WEST,"1,227"
BUKANI,"2,148"
BUKOMA,"1,027"
SIGINGA,826
BUSIA,727
BUKHAYO WEST,570
BUKHAYO WEST,643
BUGENG'I,527
ESIKULU,795
BUSIBWABO,479
ALUNG'OLI,596
NAKHAKINA,554
SIKOMA,320
MUNDIKA,547
MUNDIKA,547
NASIRA,451
NASIRA,469
NYIBURA,436
TOWNSHIP,"2,133"
BUSIA TOWNSHIP,"2,133"
BULANDA,"1,126"
MABALE,"1,132"
MAYENJE,654
MJINI,"4,533"
MATAYOS,523
LUNG'A,503
LUNG'A,485
SIKHABWA,530
LWANYA,577
BUSENDE,482
IGERO,681
LULIBA,610
MURENDE,444
MADELE,382
MURENDE,532
NAMIKOYE,456
NANG'OMA,566
MUYAFWA,645
NANG'OMA,501
SYAMAKHANGA,536
NASEWA,474
BUYAMA,373
INDOLI,615
MABUNGE,627
BUTULA,568
BUTULA,568
BUJUMBA,562
BUJUMBA,599
BURINDA,529
IKONZO,634
NAMWITSULA,468
BUMALA,770
BUKHAKHALA,483
BUMALA'A',"1,132"
BUSIRE,869
ELUGULU,494
BULEMIA,590
BULWANI,458
BWALIRO,412
EMUKHWESO,562
NAMUSALA,490
ELUKHARI,597
BUKATI,572
KANJALA,496
SIKARIRA,714
MARACHI CENTRAL,590
BUKHALALIRE,664
ESIKOMA,530
KINGANDOLE,605
MARACHI EAST,542
BUMALA 'B',598
ELUKONGO,516
TINGOLO,532
NAMBALE,469
NAMBALE,469
BUKHAYO CENTRAL,450
LWANYANGE,453
MALANGA,394
SIDENDE,503
BUKHAYO EAST,426
BUYOFU,379
MADIBO,472
MUNGATSI,409
SIKINGA,441
BUKHAYO NORTH,486
KAPINA,504
LUPIDA,468
TOWNSHIP,557
KISOKO,455
NAMBALE,638
SIEKUNYA,538
WALATSI,379
KHWIRALE,387
MUSOKOTO,367
SAMIA,408
FUNYULA,408
AGENGA,346
AGENGA,339
BUKIRI,282
OJIBO,380
SIGALAME,366
BWIRI,386
BUSEMBE,495
BUSIJO,470
HAKATI,346
NAMUDURU,316
NAMBOBOTO,504
BULOMA,527
LUANDA,471
MUDOMA,617
NAMBOBOTO,659
NYAKHOBI,390
NAMBUKU,425
GANJALA,386
LUDACHO,420
LUGALA,423
MANGO,393
SIBINGA,500
NANGOSIA,409
BUKHULUNGU,372
LUCHULULO,410
SIGULU,453
SIREKERESI,418
NANGUBA,366
BUJWANGA,485
NANDEREMA,285
RUMBIYE,309
ODIADO,483
BUDALANGA,397
KABWODO,322
ODIADO,417
WAKHUNGU,715
TESO NORTH,529
AMAGORO,647
AKADETEWAI,"2,990"
KOMIRIAI,"4,562"
OLOBAI,"3,646"
TOWNSHIP,"1,910"
AMAGORO,687
AMAGORO,767
IKAPOLOK,587
AMONI,866
AKIRIAMASIT,822
KAJEI,916
KAMOLO,458
KAMOLO,410
KODEDEMA,487
ONYUNYUR,472
KAMURIAI,587
KORISAI,643
OSASAME,508
KOCHOLIA,525
KENGATUNYI,422
KOCHOLIA,677
KOTEKO,485
KOKARE,426
KIRIKO,555
KOKARE,352
OKULEU,400
KAKOLI,302
OKULEU,542
OSAJAI,527
KORURUMA,493
ONYUNYUR,556
ANGURAI,441
ABOLOI,375
AEDOMORU,361
AKACHACHAT,389
MWARI,366
ANGURAI,486
ADANYA,624
CHELELEMUK,505
KATOTOI,329
KAKURIKIT,521
CHAMASIRI,394
CHAMASIRI,361
KAKEMER,421
CHANGARA,522
AKOBWAIT,518
ATERAIT,493
CHANGARA,587
KAKAPEL,445
KAKAPEL,430
KEKALET,472
KATAKWA,416
AKOLONG,414
KATELEPAI,474
RWATAMA,399
KOLANYA,392
ALOETE,331
KOLANYA,449
MODING,446
ADUMAI,417
APOKOR,404
KOLAIT,469
MODING,489
TESO SOUTH,555
AMUKURA,443
AKOREET,429
ADEREMA,291
AKOREET,529
OKOOK,424
AMUKURA,539
AMUKURA,596
ATURET,459
KOCHEK,566
APATIT,375
APATIT,350
MORUKAMOSING,408
AREMIT,528
AKIRIAMAS,538
ODIOI,503
OSURET,543
KALIWA,468
KALIWA,430
OKATEKOK,505
KAUJAKITO,455
APOKOR,491
KAMUNUOIT,368
KATELENYANG,520
KOTUR,355
KIDERA,374
KOTUR,340
KWANGAMOR,394
AKOBWAIT,496
KWANGAMOR,297
OKISIMO,389
CHAKOL,684
ANG'OROM,"1,621"
AGOLOT,"3,939"
ALUPE,574
AMERIKWAI,"2,472"
AMONG'URA,555
ALOMODOI,556
OBUUCUN,555
ONG'ARIAMA,555
ASING'E,429
ACIIT,551
ALUDEKA,392
NG'ELECHOM,413
OCHUDE,569
OLEPITO,549
OTIMONG,584
OKAME,570
ADUNGOSI,691
AMAASE,528
ONG'AROI,519
OKILUDU,527
OKILUDU,527
APEGEI,483
AKITES,489
ATERAIT,552
MORUKARISA,378
SIAYA,393
SIAYA,375
KAREMO,445
SIAYA TOWNSHIP,"1,008"
MULAHA,792
KARAPUL,"1,597"
NYANDIWA,780
EAST ALEGO,437
OLWA,525
UMALA,443
ULAFU,369
SOUTH ALEGO,246
PAP ORIANG,331
BAR OLENGO,176
RANDAGO,266
NYAJUOK,275
BAR OSIMBO,243
BARDING,532
MUR MALANGA,125
SOUTH EAST ALEGO,454
MASUMBI,333
BAR AGULU,548
MUR NGIYA,735
NYANGOMA KOGELO,374
BORO,339
CENTRAL ALEGO,326
KOYEYO,380
KOCHIENG A,407
KOCHIENG B,384
OJWANDOA,201
OJWANDOB,423
KAKUM-KOMBEWA,380
NORTH ALEGO,452
NYALGUNGA,431
NYAMILA,353
HONO,533
KOMOLO,468
SOUTH CENTRAL ALEGO,207
OBAMBO,268
KADENGE,173
URANGA,317
USONGA,265
SUMBA,150
NYADORERAA,466
NYADORERAB,354
SOUTH WEST ALEGO,303
SIGOMA URANGA,354
KAUGAGI UDENDA,362
KABURA UHUYI,374
KAUGAGI HAWINGA,207
GANGU,286
WEST ALEGO,419
KOMENYA KOWALA,416
KOMENYA KALAKA,383
MAHOLA ULAWE,474
KALKADA URADI,404
KODIERE,446
GEM,444
WAGAI,376
SOUTH GEM,403
KAMBARE,408
ONYINYORE,343
RERA,415
NDORI,469
GOMBE,368
SOUTH WEST GEM,350
KAUDHA WEST,310
KAUDHA EAST,312
KANYADET,422
WEST GEM,265
DIENYA WEST,259
DIENYA EAST,273
NGUGE,258
NORTH EAST GEM,436
WAGAI WEST,649
WAGAI EAST,466
URIRI,265
ULAMBA,547
NORTH WEST GEM,391
MALUNGA CENTRAL,368
MALUNGA WEST,379
MALUNGA EAST,559
ASAYI,343
SIREMBE,421
YALA,507
YALA TOWNSHIP,660
NYAMNINIA,709
JINA,578
BAR SAURI,752
ANYIKO,651
MARENYO,635
EAST GEM,391
URANGA,295
LIHANDA,373
RAMULA,512
NORTH GEM,487
MALANGA,494
LUNDHA,459
GOT REGEA,432
NYABEDA,317
NDERE,379
MALIERA,866
CENTRAL GEM,498
NYAWARA,711
NYANDIWA,451
GONGO,425
KAGILO,483
SIRIWO,538
UGENYA,415
UKWALA,426
UKWALA,471
DOHO WEST,377
DOHO EAST,681
SIRANGA,538
SIMUR,424
SIMUR EAST,428
SIMUR KONDIEK,400
YENGA,451
WEST UGENYA,341
SIFUYO EAST,434
SIFUYO WEST,450
MASAT EAST,266
MASAT WEST,393
NORTH WEST UGENYA,345
NDENGA,372
KARADOLO EAST,330
KARADOLO WEST,327
NORTH UGENYA,502
UYUNDO,352
SEGA,573
KAGONYA,564
NYALENYA,483
SIHAY,402
NORTH EAST UGENYA,420
LIGEGA,571
RAMUNDE,347
ANYIKO,467
LIGALA,409
SIHAY,318
JERA,443
NYAMSENDA,469
EAST UGENYA,370
KATHIENO A,442
KATHIENO B,328
KATHIENO C,351
UGUNJA,519
UGUNJA,545
CENTRAL UGENYA,536
AMBIRA,740
NGUNYA,441
UMALA,480
WEST UHOLO,639
UGUNJA,970
MAGOYA,381
NORTH RAMBULA,487
SOUTH RAMBULA,487
SOUTH UGENYA,493
RANGALA,563
SIMENYA,496
RUWE,480
YIRO EAST,464
YIRO WEST,426
UHUYI,681
SIGOMERE,473
EAST UHOLO,514
GOT OSIMBO,418
MADUNGU,515
MUNGAO,503
SIGOMERE,682
NORTH UHOLO,433
EAST ASANGO,460
WEST ASANGO,413
TINGARE EAST,484
TINGARE WEST,382
BONDO,330
MARANDA,381
BONDO TOWNSHIP,505
NYAWITA,550
AJIGO,332
BAR KOWINO,560
WEST SAKWA,217
MARANDA,285
USIRE,191
SOUTH WEST SAKWA,166
KAPIYO,163
UTONGA,170
NORTH SAKWA,395
BARCHANDO,431
ABOM,367
NYANGOMA,292
SOUTH SAKWA,308
GOT ABIERO,249
NYAGUDA,515
EAST MIGWENA,190
CENTRAL SAKWA,282
NYANGOMA,234
UYAWI,293
WEST MIGWENA,252
NDEDA OYAMO,"1,757"
USIGU,315
EAST YIMBO,247
NYAMONYE,250
OTHACH,174
PALA,318
WEST YIMBO,779
GOT AGULU,529
USENGE,934
CENTRAL YIMBO,177
GOT RAMOGI,117
USIGU,264
NORTH YIMBO,98
BAR KANYANGO,98
MAGETA,929
MITUNDU,713
MAHANGA,"1,038"
RARIEDA,379
MADIANY,340
EAST UYOMA,314
EAST KATWENGA,266
WEST KATWENGA,309
OCHIENGA,284
RAGENG'NI,492
CENTRAL UYOMA,314
KOBONG',427
MASALA,269
RACHAR,276
WEST UYOMA,357
KAGWA,612
KOKWIRI,293
NYABERA,292
SOUTH UYOMA,369
LIETA,293
NAYA,528
NDIGWA,318
RARIEDA,427
EAST ASEMBO,498
OMIA MALO,497
OMIA DIERE,529
OMIA MWALO,469
CENTRAL ASEMBO,470
MEMBA,448
NORTH RAMBA,591
SOUTH RAMBA,342
WEST ASEMBO,374
SIGER,357
MAHAYA,419
SOUTHASEMBO,345
NYAGOKO,349
AKOM,335
KISUMU,554
KISUMU EAST,"1,560"
WINAM,"1,560"
KAJULU EAST,953
KADERO,"1,251"
OKOK,"1,376"
GOT-NYABONDO,533
KAJULU WEST,"1,862"
WATHOREGO,"2,468"
KONYA,"1,475"
KOLWA CENTRAL,"1,876"
NYALUNYA,"1,611"
KASULE,"2,086"
KOLWA WEST,"10,089"
NYALENDAA,"8,142"
MANYATTA B,"12,876"
KOLWA EAST,532
BUOYE,379
MAYENYA,688
CHIGA,589
KISUMU CENTRAL,"4,737"
WINAM,"4,737"
TOWN,"2,222"
KALOLENI,"8,091"
BANDARI,738
SOUTHERN,"1,734"
NORTHERN,"4,658"
KANYAKWAR,"2,133"
KONDELE,"14,681"
MANYATTA 'A',"19,865"
MIGOSI,"12,044"
NYAWITA,"9,334"
NYALENDAB,"6,121"
NYALENDAB,"6,121"
KISUMU WEST,827
MASENO,655
WEST KISUMU,536
