Region,Persons per Sq. Km
NEWA,466
LOWER KADONGO,608
UPPER KADONGO,434
SOUTH KAPUONJA,684
NORTH KAPUONJA,540
NORTH WEST KISUMU,826
EAST KARATENG',572
WEST KARATENG',923
SUNGA,"1,011"
MARERA,864
OTONGLO,790
SOUTH WEST KISUMU,591
OJOLA,734
OSIRI,510
KANYAWEGI,536
CENTRAL KISUMU,"1,407"
KORANDO A,"1,615"
KORANDO B,"1,171"
NYAHERA,"1,169"
NORTH KISUMU,730
BAR A,816
BAR B,582
NYAHERA,783
EAST KISUMU,"1,754"
KOGONY,"2,578"
DAGO,726
MKENDWA,"1,205"
SEME,454
KOMBEWA,454
NORTH CENTRAL SEME,401
KADERO,366
KATIENO EAST,492
KOWE NORTH,388
KOWE SOUTH,421
KATIENO WEST,367
OTWENYA,475
NORTH RATTA,543
EAST KOLUNJE,502
WEST KOLUNJE,391
SOUTH RATTA,406
EAST SEME,453
KIT MIKAYI,535
KOKER KAJULU,413
KAILA,408
WEST SEME,418
WEST RERU,391
EAST RERU,409
WEST NGERE,441
EAST NGERE,499
SOUTH CENTRAL SEME,511
LOWER KOMBEWA,437
EAST OTHANY,471
WEST OTHANY,643
UPPER KOMBEWA,634
EAST KANYADWERA,404
WEST KANYADWERA,523
SOUTH WEST SEME,452
NORTH ALUNGO,300
ANGONGA,363
WEST KADINGA,574
ALWALA,693
EAST KADINGA,358
SOUTHALUNGO,533
MUHORONI,234
MIWANI,277
OMBEYI,339
OBUMBA,288
KORE,555
RAMULA,325
IRRIGATION,298
KANGO,292
NYANGOMA,377
SIDHO EAST II,394
WANGAYAI,425
KAMSWA SOUTH,314
NORTH EAST KANO,418
KABAR EAST,376
KABAR CENTRAL,436
SIDHO EAST I,359
KAMSWA NORTH,353
WANGAYA II,463
KABAR WEST,597
MIWANI,73
MIWANI CENTRAL,23
MIWANI WEST,219
MIWANI EAST,36
MIWANI NORTH,44
MUHORONI,192
KORU,257
KORU CENTRAL,483
NYANDO,162
HOMALIME,204
CHEMELIL,165
CHEMELIL,127
NYANGORE,64
WEST SONGHOR,254
KIBIGORI,398
GOD NYITHINDO,214
TONDE,212
OREGO,216
MUHORONI,283
MUHORONI EAST,"2,029"
OWAGA,152
TAMU,182
EAST SONGHOR,188
UPPERTAMU,158
LOWER TAMU,230
GOD ABUORO,149
FORT-TERNAN,137
KANDEGE,111
OCHORIA,156
NYANDO,362
KADIBO,425
KAWINO NORTH,310
KOLAL,608
KAPIYO,937
KABONYO IRRIGATION,132
KAWINO SOUTH,386
KADHIAMBO,211
KWAKUNGU,820
NDURU,893
UGWE,334
KOCHIENG' WEST,895
NORTH NYAMWARE,907
SOUTH NYAMWARE,876
KOCHIENG' EAST,462
OKANA,274
RABUOR,654
KOBURA,537
MASOGO,430
LELA,681
BWANDA,555
UPPER BWANDA,681
CENTRAL BWANDA,403
KATHO,503
KOTIENO,444
KAMAGOYA,617
KANYAGWAL,148
OGENYA,111
ANYURO,287
NYANDO,325
AWASI,307
BORDER II,298
AYUCHA,812
BORDER I,256
WANG'ANGA,152
KAKOLA,697
KAKOLA AHERO,"1,041"
KAKOLA OMBAKA,171
TURA,"1,894"
EAST KANO,190
KATOLO,165
ACHEGO,266
KACHOGO,635
KACHOGO CENTRAL,685
KACHOGO NORTH,740
KACHOGO SOUTH,526
ONJIKO,360
KAKMIE,315
KOBONGO,437
WAWIDHI,155
AYWEYO,162
NYAKONGO,199
MAGINA,126
NYAKACH,460
UPPER NYAKACH,524
SOUTH WEST NYAKACH,316
WEST KADIANGA,316
SOUTH NYAKACH,594
SIANY,594
OBOCH,478
GARI,376
KAJIMBO,528
SIGOTI,521
RAMOGI,521
SOUTH EAST NYAKACH,974
EAST KADIANGA,974
KOGUTA,514
KOGUTA EAST,514
LOWER NYAKACH,464
NORTH NYAKACH,399
GEM RAE,379
GEM NAM,439
RANGUL,393
KASAYE,789
WASARE,345
EAST NYAKACH,489
KANDARIA,485
MICHURA,505
PAP ONDITI,408
EAST KABODHO,417
MORO,400
OLEMBO,401
CENTRAL NYAKACH,534
JIMO WEST,555
OLWALO,482
KABODHO WEST,460
WEST KABODHO,460
NYALUNYA,290
NORTH KABODHO,290
ASAO,427
RARIEDA,376
LISANA,468
AGORO WEST,"1,638"
AGORO WEST,"1,638"
KANDARIA WEST,541
WEST KANDARIA,541
NORTH NYAKACH,414
NORTH EAST NYAKACH,431
AGORO EAST,319
AWACH,592
JIMO EAST,399
JIMO EAST,399
AGORO WEST,404
ATOYIENGO,404
WEST NYAKACH,389
BOLO,585
UPPER KADIANGA,512
KAJIMBO RACHIER,788
THURDIBUORO,413
KOGUTA WEST,441
CENTRAL KOGUTA,390
WEST NYAKACH,448
NYONGONGA,494
LOWER KADIANG'A,410
ANDINGO KASAYE,189
ANDINGO OPANGA,189
HOMA BAY,359
HOMA BAY,645
ASEGO,645
ARUJO,"1,849"
ARUJO,"1,849"
EAST KANYADA,511
KOBUOLA/ KOGWANG,511
HOMA BAY TOWN,"2,465"
HOMA BAY TOWNSHIP,"3,022"
ASEGO,"2,205"
KALANYA KANYANGO,693
KALANYA KANYANGO,693
KANYABALA,334
NORTH KANYABALA,345
SOUTH KANYABALA,314
KANYACH KACHAR,427
KANYACH KACHAR,427
KOTHIDHA,363
KOTHIDHA,363
WEST KANYADA,409
KATUMA,425
KOTIENO,382
NDHIWA,306
KOBODO,290
KAJWANG,267
GOYO,199
KAJWANG,331
NORTHEAST KANYAMWA,282
EAST KOCHIENG,303
WEST KOCHIENG,259
SOUTH KANYAMUA,346
KACHOLA,346
SOUTH EAST KANYAMWA,351
KADWET,351
NORTH KANYAMWA,260
KAKAETA,275
KOMUNGU,250
KOBAMA,259
CENTRAL KWABWAI,372
NYAMOS,320
RATANGA,437
EAST KWABWAI,252
KACHUTH,265
KAMDAR KAWANGA,295
KITIRO,208
NORTH KWABWAI,230
NORTH KADONDO,213
WACHARA,236
RACHAR,208
RACHAR,208
SOUTHWEST KWABWAI,278
KASIRIME,278
WEST KWABWAI,255
KADHOLA,244
KASIRIME KAWANGA,278
RIANA,359
CENTRAL KABUOCH,383
KARADING,383
EAST KABUOCH,389
KAWERE,310
KAWUOR,399
KONYANGO,428
NORTH KABUOCH,362
KACHWANYA,351
KONYANGO,375
WEST KABUOCH,364
EAST KACHIENG,364
WEST KACHIENG,273
WEST KACHIENG,273
NDHIWA,287
CENTRAL KANYAMWA,223
LOWER KWANDIKU,220
UPPER KWANDIKU,224
EAST KANYAMWA,273
LOWER KABONYO,343
UNGA,270
UPPER KABONYO,241
LOWER KAYAMBO,624
LOWER KAYAMBO,624
UPPER KAYAMBO,206
UPPER KAYAMBO,206
WEST KANYAMWA,233
LOWER KWAMO,226
UPPER KWAMO,240
NYARONGI,323
CENTRAL KANYADOTO,397
NORTH KAGANDA,530
RAPEDHI/WANJAWA,376
SOUTH KAGANDA,325
NORTH KANYIEKELA,288
OLASI,309
ONGARO,259
SOUTH KANYIKELA,357
SOUTH KANYIKELA,357
WEST KANYADOTO,293
NORTH KABURA,381
ODHIAMBO RAMBO,328
SOUTH KABURA,244
PALA,333
KAMENYA,418
KAMENYA,418
KOBITA,273
KOBITA,273
KOGUTA,329
BOYA,367
OGANDI,300
SOUTH KABUOCH,390
KAGURIA,390
RACHUONYO NORTH,410
EAST KARACHUONYO,416
CENTRAL KARACHUONYO,379
KOGEMBO,463
KOGWENO KAWUOR,342
KAMSER NYAKONGO,356
KAMSER 'A',420
KAMSER 'B',362
KODONDI,262
KANYALUO EAST,336
KOWUOR EAST,308
KOWUOR WEST,404
KOGWENO ORIANG,431
KOGWENO ORIANG EAST,454
KOGWENO ORIANG WEST,410
NORTH EAST KARACHUONYO,626
KONYANGO,617
KONYANGO MAJIERI,936
KOTIENO,392
LOWER KAKWAJUOK,"1,311"
NORTH KARACHUONYO,404
KANYADHIANG',433
LOWER KAKWAJUOK,818
UPPER KAKWAJUOK,287
SOUTH KANYALUO,299
CENTRAL KAMENYA,285
NORTH KAMENYA,397
SOUTH KAMENYA,230
WEST KANYALUO,550
KOBILA,560
KOMUOYO,541
WANG'CHIENG,434
KARABONDI,377
KARABONDI EAST,365
KARABONDI WEST,385
KOBUYA,363
KOBUYA EAST,324
KOBUYA WEST,460
RAMBIRA,511
KAGWA,546
KAMSER-SEKA,490
WANG'CHIENG,469
KAJIEI,361
KAMWALA,645
KOBALA,402
RAKWARO,734
WEST KARACHUONYO,393
EAST KAKDHIMU,348
KALWAL,137
KAMUGA,500
KAWITI,364
KANAM 'A',320
KANYADENDA,314
KOGUTA,370
KOWUOR,289
KANAM 'B',413
KANYANGO,531
RABUOR,346
KANJIRA,500
KADIK,378
KAMWANIA,853
KOCHOLA,546
KOKIDI,425
KANYIPIR,526
KODERO,572
KOWILI,424
KOBIERO,560
WAGWE NORTH,547
WAGWE SOUTH,572
KOKOTH KATAA,267
KOKOTH B,195
KOREDO,572
KOKOTH KATENG,376
KAKOKO,408
KOYUMBRE,340
KOYUGI,412
KAMUGA,438
KATONDE,243
KOJWANG,509
OUKO ONDENGE,451
WADHGONE NYONGO,434
KANYONGO,593
KAWADHGONE,375
WEST KAKDHIMU,362
KAYOO CENTRAL,456
KAYOO EAST,467
KAYOO WEST,305
RACHUONYO EAST,486
KABONDO,485
ATELA,712
KODUMO EAST,712
KASEWE,518
KASEWE 'A',508
KASEWE 'B',527
KAWUOR,519
KODHOCH EAST,691
KOWIDI,790
MIRIU,356
KODOCH WEST,417
LOWER KODHOCH WEST,422
UPPER KODHOCH WEST,413
RAMBA,369
KAKANG'UTU WEST,315
KODUMO WEST,442
KILUSI,399
WANG'CHIENG,518
KAKANG'UTU EAST,491
RONGO PALA,545
RAMULA,391
KOWIDI WEST,447
KAKUMU,332
KASIPUL EAST,486
KAKELO,449
KAKELO DUDI,542
KAKELO KAMROTH,398
KOJWACH,586
KAMUGA,540
KAWERE,606
KOJWACH KAMIORO,634
KOJWACH EAST,558
KOJWACH EAST,558
KOKWANYO EAST,435
KOKWANYO EAST,435
KOKWANYO WEST,421
KOKWANYO WEST,421
RACHUONYO SOUTH,511
CENTRAL KASIPUL,394
KACHIEN NORTH,391
KACHIEN NORTH,391
KACHIEN SOUTH,438
KACHIEN SOUTH,438
NORTH KAMAGAK,386
KAWERE EAST,291
KAWERE WEST,450
NYALENDA,421
OYUGIS,802
EAST KAMAGAK,548
KACHIENG,548
OYUGIS TOWN,"3,765"
OYUGIS TOWN,"3,765"
SINO KAGOLA,328
SINOKAGOLA,328
WEST KAMAGAK,811
KAMUMA,986
OBISA,642
WEST KASIPUL,435
KODERA NORTH,249
KAMIYAWA,313
KASIRE KOGELO,225
KOPIYO KALANDING,234
KODERA SOUTH,328
KADEL/KAMIDIGO,279
KARABACH,407
KOKECH,534
KASIMBA,868
KAWINO,436
KONUONGA,480
KOTIENO KOCHICH,541
KOTIENO KONUONGA,434
KOWIDI,752
KANYANGO,660
KOKAL,866
RANGWE,429
NORTH NYOKAL,432
CENTRAL KOCHIA,415
KORAYO,457
KOWILI,389
EAST KAGAN,324
KANYARWANDA,307
KOMENYA,336
EAST KOCHIA,378
KAMENYA,378
GONGO,464
GONGO,464
KAGAN SOUTH,477
KAGAN SOUTH,477
WEST KAGAN,456
KANYIRIEMA,438
KOKOKO,490
WEST KOCHIA,666
KANAM,713
KAURA,614
RANGWE,427
EAST GEM,475
KOYOLO,475
GEM CENTRAL,579
KAJULU,579
GEM WEST,421
KAMAGAWI,399
KANYANJWA,434
GENGA,434
GENGA,434
KOMOLO,352
KOMOLO,352
KOTIENO,313
KOTIENO,313
SUBA NORTH,307
LAMBWE,189
LAMBWE EAST,190
NYAMAJI EAST,217
NYAMAJI WEST,191
RURI EAST,182
RURI WEST,180
LAMBWE WEST,188
GOD JOPE,182
OGONGO,195
MBITA,283
GEMBE CENTRAL,152
KAMRERI EAST,145
KAMRERI WEST,159
GEMBE EAST,306
KAYANJA,338
NGODHE,283
USAO,319
WAONDO,272
GEMBE WEST,353
KASGUNGA CENTRAL,161
KASGUNGA EAST,196
MBITA TOWNSHIP,739
MFANGANO,364
MFANGANO EAST,579
WAKINGA,579
MFANGANO NORTH,336
SOKLO NORTH,91
WAWARE,417
MFANGANO SOUTH,566
WAKULA SOUTH,566
MFANGANO WEST,236
SOKLO SOUTH,125
WAKULA NORTH,271
RUSINGA,685
RUSINGA EAST,754
WAWARE NORTH,984
WAWARE SOUTH,396
RUSINGA WEST,632
KAMASENGERE EAST,499
KAMASENGERE WEST,"1,126"
KASWANGA,471
WANYAMA,552
SUBA SOUTH,193
CENTRAL,229
KAKSINGIRI EAST,135
SUMBA EAST,116
SUMBA WEST,151
KAKSINGIRI CENTRAL,663
NYAMARANDI,308
SINDO,"1,000"
KAKSINGIRI WEST,198
NYAMRISRA,259
RANG'WA EAST,174
RANG'WA WEST,185
RUMA,147
NYADENDA,117
NYATOTO,165
GWASSI,243
GWASSI CENTRAL,242
KIABUYA,235
MAGUNGA,250
NYANCHA,392
SAMBA,175
GWASSI EAST,157
KIBWER,152
SEKA,163
GWASSI NORTH,270
KISAKU,218
KITAWA,232
MALONGO,247
NYAGWETHE,272
UTERERE,484
GWASSI SOUTH,184
LWALA,161
OWICH,229
GWASSI WEST,396
NYANDIWA,737
TONGA,198
RUMA GAME PARK,
RUMA GAME PARK,
RUMA GAME PARK,
MIGORI,427
AWENDO,459
AWENDO,478
AWENDO,739
KOMBOK NORTH,527
KOMBOK SOUTH,"1,013"
CENTRAL SAKWA,481
KAMAURE,511
KANYAGWALA,526
KASIDULA,362
EAST SAKWA,318
EAST KOGELO,418
SOUTH KOGELO,246
WEST KOGELO,318
WAWARE,465
WAWARE,406
WAWARE CENTRAL,579
WAWARE NORTH,591
DEDE,460
KADERA KWOYO,348
KADERA KWOYO,521
KADERA KWOYO EAST,222
NORTH EAST SAKWA,607
KADERA LWALA,702
KANYASREGA,473
NORTH SAKWA,351
KAKMASIA EAST,382
KAKMASIA WEST,334
RABONDO,488
RABONDO,488
WEST SAKWA,466
KAMRESI,441
NORTH KANYAMGONY,524
SOUTH KANYAMGONY,429
MARIWA,389
SOUTH SAKWA,364
CENTRAL ALEGO,479
EAST ALEGO,349
NYARAGO,322
WEST ALEGO,321
WAUNDHA,452
WAUNDHA,535
WAUDHA WEST,375
KURIA EAST,516
CHINATO,416
KEBAROTI,307
KEBAROTI,307
KOMOTOBO,455
KEBARISIA,460
KOMOTOBO,450
NYABASI SOUTH,395
MOSWETO,412
NYAROHA,373
NYABASI WEST,436
KEMAKOBA,403
NYABIKONGORI,476
TEBESI,465
KEGONCHE,592
TEBESI,402
KEGONGA,410
MAETA,382
NYAITARA,329
SANCHAWA,456
NGURUNA,316
GETONGOROMA,361
GIRIGIRI,270
NYABASI CENTRAL,584
KEGONGA,774
NYAMANCHE,400
NYABASI EAST,482
SAKURI,386
NYAMAGONGWE,557
NYABASI NORTH,427
KUGITIMO,576
NYAMAGENGA,351
KWIHO,"1,024"
BWIREGE EAST,976
GAIRORO,793
MASANGORA,"1,400"
GWITEMBE,"1,264"
GWITEMBE,"1,249"
SERONGA,"1,276"
SIABAI,925
MAKONGE,874
SIABAI,983
NTIMARU,654
BWIREGE CENTRAL,851
BONGEBO,602
NTIMARU,"1,093"
BWIREGE WEST,578
MAKARARANGWE,633
MATARE,489
ITONGO,421
ITONGO,420
SAGATI,424
WANGIRABOSE,672
TARAGAI,511
WANGIRABOSE,789
KURIA WEST,527
IKEREGE,361
BUKIRA CENTRAL,399
GWIKONGE,408
KOMOMANGE,387
BUKIRA NORTH,333
IKEREGE,439
KIOMAKEBE,253
KURUTIYANGE,334
ISIBANIA,"1,202"
BUKIRA WEST,"1,658"
NYABIKAYE,723
NYAMAHARAGA,"4,044"
MAKERERO,628
NYAMETABURO,564
NYANG'ITI,711
KEHANCHA,590
BUKIRA EAST,843
IGENA,"1,153"
TARANG'ANYA,433
BUKIRA SOUTH,463
MASANGORA,493
NYAMOTAMBE,432
GOKEHARAKA,400
IHORE,427
NYAMARANYA,362
MABERA,505
BUGUMBE SOUTH,564
ISIBANIA,667
KOMOSOKO,486
BUNGUMBE WEST,379
IRAHA,341
MOHETO.,366
NGOCHONI,397
TAGARE,699
MABERA,903
NGISIRU,495
MASABA,374
BUGUMBE CENTRAL,325
GETONGANYA,332
NYANCHABO,315
BUGUMBE NORTH,424
MASABA,433
NYAMAGAGANA,415
BUNGUMBE EAST,394
NYANGOGE,343
NYANKORE,421
KOMBE,327
KOMBE,328
SAGEGI,326
NYATIKE,260
GOT KACHOLA,268
AMOYO CENTRAL,235
AMOYO,235
ANEKO,295
ANEKO,295
GOD BONDO LOWER KANYARWANDA,201
CENTRAL KANYARWANDA,152
LOWER KANYARWANDA,203
WEST KANYARWANDA,292
SOUTH KADEM,304
EAST KANYARWANDA,338
ONGOCHE,274
WEST KADEM,379
WINAM,379
KALER,205
EAST KADEM,156
BANDE,156
KALER,230
KIASA,213
OLASI,257
NYANDAGO CENTRAL,211
NYANDAGO,211
KARUNGU,291
CENTRAL KARUNGU,269
BONGU,889
OTATI,154
RAGA,188
CENTRAL OKAYO,183
OKAYO,194
UNGOE,166
EAST KARUNGU,195
ALENDO,174
MISIWI,221
KARUNGU WEST,233
GUNGA,233
SORI,822
SORI,822
SOUTH EAST KARUNGU,271
ADUGO,261
NGIRA,292
MUHURU,610
CENTRAL MUHURU,"1,461"
KIKONG'O,"1,553"
NYABOMO,"1,257"
SUMBA,"1,714"
EAST MUHURU,344
TAGACHE,447
WINJO,224
SOUTH EAST MUHURU,198
IBENCHO,124
NYAKONDO,294
WEST MUHURU,"1,044"
KITHII,"1,005"
MIGINGO,"1,407"
NYANCHA,926
NYATIKE,205
BALA CENTRAL,207
BALA,207
UPPER BALA,206
CENTRAL KADEM,173
AGENG'A,103
EAST KANYUOR,135
KARAPOLO,235
GOT ORANGO CENTRAL,205
GOT ORANGO,183
OWICH,229
LOWER CENTRAL KADEM,182
KAKELO KAKOTH,194
LOWER KARAPOLO,255
WEST KANYUOR,135
MAGUNGU CENTRAL,212
DIRUMA,272
MAGUNGU,173
MIKEI,469
KALANGI,551
MIKEI CENTRAL,380
NORTH EAST KADEM,161
KIWIRO,169
OKENGE,172
ORANGO,139
THIM LICH,166
NORTH KADEM,183
LOWER MAGUNGU,101
LWANDA TOWNSHIP,554
SOUTH EAST KADEM,175
NYATIKE,175
RONGO,584
CHIMGIWADU,453
SOUTH KAMAGAMBO,474
KAMRERI,435
NORTH KANYAJUOK,529
SOUTH KANYAJUOK,402
SOUTH WEST KAMAGAMBO,377
KANYAWANGA,445
KANYIMACH,324
WEST KAMAGAMBO,517
EAST KANYAMAMBA,586
KANGESO,377
WEST KANYAMAMBA,627
RONGO,694
CENTRAL KAMAGAMBO,"1,313"
KABUORO,"1,082"
KANYINGOMBE,"1,087"
KODEROBARA,684
RONGO TOWNSHIP,"4,265"
KAMKUYU,"1,172"
EAST KAMAGAMBO,497
KAGORO,579
KANYADIETO,616
KONG'UDI,264
NORTH EAST KAMAGAMBO,411
KAMBIJA,367
KOLUOCH,326
KONGOMA,564
NORTH KAMAGAMBO,538
KAMEJI,594
NORTH KAMWANGO,495
SOUTH KAMWANGO,553
SUNA EAST,598
SUBA CENTRAL,611
SUNA CENTRAL,"2,578"
WASWETA I,"2,578"
SUNA EAST,512
OSINGO NORTH,515
OSINGO SOUTH,507
SUNA NGEGE,538
MAPERA,489
NGEGE,582
SUNA NORTH,570
LOWER KAKRAO,554
UPPER KAKRAO,593
SUNA NYABISAWA,435
KIRENGO,376
NYAMANGA,510
SUNA OTACHO,327
ANJEGO,394
NYARONGI,241
SUBA EAST,568
GOD JOPE,571
MANYATTA,568
WASIO,575
KWA,552
KWA,552
SUNA RABUOR,614
ONGUO,614
SUNA SAGEGI,432
REMO,366
SAGEGI A,542
UPPERSUNA,897
GOD NGOCHE,702
OGWEDHI,"1,124"
SUNA WEST,448
MUBACHI,241
SUNA WASIMBETE,241
KITABAYE,255
LOWER MUBACHI,321
MUBACHI,204
NYAMARAGA,216
SUBA RAGANA,"1,476"
SUNA RAGANA,"1,476"
LOWER MARINDI,"2,447"
ORUBA,"2,931"
UPPER MARINDI,355
SUBA WEST,352
SUNA LOWER,409
MASARA,613
MUKURO,330
NYASOKO,318
SUNA RAHA,256
GOD KWER,269
WIGA,242
SUNA SOUTH,454
SAGERO,607
WASWETA II,396
SUNA WEST,272
GIRIBE,244
KOPANGA,301
SUBA WIGA,328
SUNA MUKURO,328
MARABIKO,328
URIRI,361
OYANI,456
CENTRAL KANYAMKAGO,430
KAWERE II B,430
EAST KANYAMKAGO,437
ARAMBE,521
THIM JOPE,379
BENGA,381
SOUTH KANYAMKAGO,470
BWARE,420
KAMSAKI,553
SOUTH EAST KANYAMKAGO,475
GOT URIRI,513
LWALA,473
ORUBA,362
URIRI,318
CENTRAL KANYAMKAGO,372
CENTRAL KAWERE RATENG',417
EAST KAWERE RATENG',532
NYAOBE,332
WEST KAWERE RATENG',223
KAMGUNDHO,399
KAMGUNDHOI,297
KAMGUNDHO II,522
NYAMASARE,362
NORTH KANYAMKAGO,281
KATIENO I,321
KATIENO II,83
KOMENYA MASOGE,213
RAPOGI TOWN,900
WEST KANYAMKAGO,266
KAJULU I,395
KAJULU I B,363
KAJULU II,183
WEST KANYAMKAGO,378
LOWER WEST KANYAMKAGO,338
KAJULU II B,338
WEST KANYAMKAGO,353
CENTRAL KAJULU,353
UPPER WEST KANYAMKAGO,485
NYAMAGE,485
RAPOGI,242
KOMENYA,189
KOMENYA NORTH,189
NORTH KANYAMKAGO,258
WEST KATIENO II,258
KISII,957
ETAGO,773
ETAGO,864
CHITAGO,759
AMAKARA,683
BOIGE,"1,066"
KABIERO,776
BOTABORI,773
KIAGWARE,779
S.M BORABU,"1,073"
MONIANKU,"1,520"
NYAMONDO,929
MOTICHO,704
GETENGA,759
BOSAGA,799
MUMA,713
NYARAMBA,801
NDONYO,623
RUORA,715
SARE,549
NYANSAKIA,640
EBURI,637
NYATARO,642
OTENDO,754
NYABERA,754
GUCHA,"1,020"
OGEMBO,"1,095"
BOOCHI CHACHE,"1,334"
BOOCHI,995
MANGERE,"1,912"
KANYIMBO,984
BUYONGE,829
KANYIMBO,"1,059"
KEBERE,"1,023"
KEBERE,"1,044"
MATONGO,"1,003"
MACHOGE CHACHE,875
GAKERO,770
MISESI,945
TENDERE,"1,300"
KERAGIA,"1,059"
NYANSAKIA,"1,671"
SENGERA,834
SENGERA,834
KINENI,688
NYAISERO,939
GUCHA SOUTH,878
NYAMARAMBE,784
GETONO,821
BOMONYAMA,758
NDURU,989
MARONGO,850
IKORO,814
NYAKORERE,913
NYAKEMBENE,693
BOIKANGA,721
EMESA,761
NYAGENKE,613
S. MUGIRANGO CENTRAL,790
BOGETENGA,774
NYANSORE,830
TABAKA,"1,057"
BOMONYARA,983
IRINGA,"1,139"
NYATIKE,895
BOSINANGE,"1,161"
BOMBURE,"1,409"
BONYAGWANDA,968
S. MUGIRANGO CHACHE,"1,012"
BOKIMAI,"1,072"
BOMWARE/BOTABORI,971
KENYENYA,930
IBENCHO,828
BOSOTI,824
BOSOTI,881
NYABIOTO,728
IBENCHO,831
MOGAMBI,859
ONSEKA,810
KENYENYA,849
BOKIMONGE,718
BOKIMONGE,698
KIRU,748
KENYENYA,"1,049"
KENYENYA,"1,326"
KERONGORORI,850
MAJOGE MASABA,773
NYABITUNWA,782
RIONKINOO,762
MAGENA,"1,072"
BOMBABA EAST,"1,393"
MAGENA,"1,545"
MOGONGA,"1,258"
BOOCHI BORABU,"1,010"
EMESA,959
NYAMESOCHO,"1,068"
MAJOGE BORABU,797
KIANGO,653
IGORERA,947
RITEMBU,"1,012"
ICHUNI,981
RITEMBU,"1,061"
MAGENCHE,928
MAGENCHE,923
IGWERA,885
MAGENCHE,848
NYAGENKE,"1,095"
MOKUBO,965
EBEREGE,"1,027"
MOKUBO,953
NYAMECHEO,887
KIABUGESI,695
NYAMECHEO,993
KISII CENTRAL,"1,229"
BOSONGO,"3,024"
BOBARACHO,"1,586"
BOBARACHO,"1,586"
BOSONGO,"4,011"
KISII TOWN,"4,011"
KEUMBU,826
BIRONGO,"1,090"
BIOMBE,"1,023"
BIRONGO,825
BOMWAGI,"1,496"
IBENO,676
CHIRICHIRO,803
KABOSI,567
KIEMENYINGA,904
KIRWA,739
NYAMECHEO,593
KERERA,762
GESERE,658
KERERA,692
NYAMAGWA,963
RIANGABI,820
KEUMBU,"1,001"
NYAMWARE,988
RIONDONGA,"1,011"
TARACHA,769
IRONDI,891
NYABIOSI,721
TARACHA,738
KIOGORO,"1,536"
BOSONGO,"2,468"
NYAMAGE,"3,009"
KIONGANYO,"2,990"
NYANCHWA/NYANSANCHA,"1,457"
KEGATI,"1,156"
KEGATI,"1,615"
NYAMEMISO,"1,256"
NYOSIA,858
KIOGORO,827
RIANYAMWAMU,906
NYAGUTA,780
MASONGO,"1,086"
MASONGO,"1,114"
OTAMBA,"1,048"
MATUNWA,944
BORONYI,"1,171"
MATUNWA,689
NYANKO,993
NYANGURU,"1,056"
RIABAMANYI,965
NYAURA,"4,699"
KIAMABUNDU,"6,916"
NYAURA,"3,546"
KISII SOUTH,"1,054"
GESONSO,"1,554"
BOGIAKUMU,"1,554"
BOGIAKUMU,"1,498"
BOMWANDA,"1,792"
BONYANDO,"1,360"
IGONGA,862
BOMARIBA,862
BOROKO,"1,253"
KEBOYE,673
BOMARIBA,867
SUNEKA,981
BOMORENDA,"1,565"
BOMAKOMBI,"1,528"
BOMWANCHA,"1,782"
BONYANCHAIRE,"1,574"
BONYAORO,"1,495"
IYABE,888
BOKEIRE,972
BOMOKORA,850
RIANA,732
NYAMWARI,744
BOGITAA,720
KITUTU CENTRAL,"1,537"
MOSOCHO,"1,537"
TOWNSHIP,"4,640"
MWAMOSIOMA,"4,109"
TOWNSHIP,"6,006"
BOGUSERO NORTH,897
MATIEKO,858
SANTA,976
BOGUSERO SOUTH,925
BIGEGE,"1,120"
RAGANGA,792
NYAKOE,"1,306"
BONYAGATANYI,"1,269"
IRANDA,"1,336"
NYATIEKO,"1,198"
MWAMANWA,"1,034"
MWAMOSIOMA,"1,381"
BOGEKA,"1,167"
GESONI,"1,335"
MOGUSI,"1,005"
NYANGURU,932
RIETEBA,"1,014"
NYAGISAI,846
MARANI,837
KEGOGI,975
KEGOGI,"1,046"
NGOKORO,"1,183"
NYAKOORA,889
METEMBE,915
METEMBE,901
OMOENGA,934
MARANI,847
KIONGANYO,864
ENGOTO GOTI,915
KIONGANYO,827
MWAGICHANA,744
KIOMOONCHA,761
RIKENYE,726
MWAGICHANA EAST,"1,076"
IGEMO,"1,392"
MBANDA,904
MWAKIBAGENDI,905
MEGOGO,917
ONYWERE,895
MWAKIBAGENDI WEST,837
BORABU,764
NYAMAGE,940
MWAMONARI,844
MASAKWE,731
NYAKEIRI,942
MWAMONARI NORTH,774
RIOMA,799
SIKONGE,740
SENSI,737
NYABWOROBA,750
SENSI,720
NGENYI,742
IKURUMA,680
GAMBA,549
IKURUMA,795
MEGOGO,856
KENYORO,747
MEGOGO,971
NGENYI,648
GESANGERO,658
NYANKANDA,634
MATONGO,814
MATONGO,805
MONYERERO,825
MASABA SOUTH,759
GESUSU,805
GESUSU,696
CHIBWOBI,455
GETACHO,882
OMOBERA,719
GETERI,823
GETERI,"1,009"
MESABISA,844
NYAMESOCHO,716
RAGANGA,920
IKENYE,869
GETARE,633
IKENYE,954
KIOMITI,"1,359"
IBACHO,810
ICHUNI,"1,137"
ICHUNI,"1,593"
GIENSEMBE,754
NYARIBARI IRIANYI,"1,104"
AMABUKO,"1,232"
BOGECHE,890
NYAMAGESA,611
GESABAKWA,792
NYANKONONI,508
NYARIBARI CENTRAL,744
